Date,Open,High,Low,Close,Adj Close,Volume
2004-06-08,875.000000,900.000000,875.000000,887.500000,458.511414,99830000
2004-06-09,887.500000,912.500000,875.000000,900.000000,464.969391,58858000
2004-06-10,900.000000,900.000000,887.500000,900.000000,464.969391,33118000
2004-06-11,887.500000,900.000000,887.500000,900.000000,464.969391,27166000
2004-06-14,900.000000,900.000000,875.000000,887.500000,458.511414,31708000
2004-06-15,875.000000,912.500000,875.000000,912.500000,471.427216,59524000
2004-06-16,912.500000,912.500000,887.500000,900.000000,464.969391,20854000
2004-06-17,887.500000,887.500000,875.000000,887.500000,458.511414,70030000
2004-06-18,875.000000,887.500000,875.000000,887.500000,458.511414,52652000
2004-06-21,887.500000,887.500000,875.000000,887.500000,458.511414,66374000
2004-06-22,887.500000,900.000000,887.500000,887.500000,458.511414,11374000
2004-06-23,900.000000,900.000000,887.500000,900.000000,464.969391,93838000
2004-06-24,900.000000,900.000000,887.500000,900.000000,464.969391,38262000
2004-06-25,900.000000,912.500000,900.000000,912.500000,471.427216,30862000
2004-06-28,912.500000,912.500000,900.000000,912.500000,471.427216,52172000
2004-06-29,912.500000,925.000000,912.500000,925.000000,477.885101,24612000
2004-06-30,925.000000,937.500000,912.500000,937.500000,484.342926,58252000
2004-07-01,900.000000,900.000000,875.000000,887.500000,603.304443,40618000
2004-07-02,887.500000,900.000000,887.500000,900.000000,611.801697,98160000
2004-07-05,900.000000,900.000000,900.000000,900.000000,611.801697,0
2004-07-06,912.500000,937.500000,900.000000,937.500000,637.293457,165322000
2004-07-07,925.000000,950.000000,912.500000,937.500000,637.293457,76514000
2004-07-08,937.500000,950.000000,925.000000,937.500000,637.293457,56948000
2004-07-09,925.000000,950.000000,925.000000,950.000000,645.790710,76228000
2004-07-12,950.000000,975.000000,937.500000,950.000000,645.790710,95682000
2004-07-13,950.000000,962.500000,937.500000,962.500000,654.287720,26684000
2004-07-14,950.000000,950.000000,925.000000,937.500000,637.293457,48684000
2004-07-15,925.000000,937.500000,912.500000,937.500000,637.293457,26978000
2004-07-16,925.000000,950.000000,925.000000,950.000000,645.790710,28124000
2004-07-19,937.500000,950.000000,937.500000,950.000000,645.790710,8788000
2004-07-20,937.500000,950.000000,937.500000,950.000000,645.790710,33778000
2004-07-21,937.500000,950.000000,937.500000,950.000000,645.790710,32484000
2004-07-22,937.500000,950.000000,937.500000,950.000000,645.790710,12346000
2004-07-23,937.500000,950.000000,937.500000,950.000000,645.790710,3134000
2004-07-26,937.500000,937.500000,912.500000,937.500000,637.293457,103530000
2004-07-27,925.000000,937.500000,912.500000,937.500000,637.293457,50800000
2004-07-28,937.500000,937.500000,925.000000,937.500000,637.293457,34504000
2004-07-29,937.500000,937.500000,925.000000,937.500000,637.293457,11590000
2004-07-30,937.500000,937.500000,925.000000,937.500000,637.293457,44822000
2004-08-02,925.000000,937.500000,925.000000,925.000000,628.796143,5402000
2004-08-03,925.000000,950.000000,925.000000,937.500000,637.293457,65200000
2004-08-04,937.500000,950.000000,937.500000,950.000000,645.790710,50932000
2004-08-05,937.500000,950.000000,937.500000,950.000000,645.790710,26666000
2004-08-06,937.500000,950.000000,937.500000,937.500000,637.293457,25268000
2004-08-09,925.000000,925.000000,900.000000,912.500000,620.298828,72932000
2004-08-10,912.500000,912.500000,912.500000,912.500000,620.298828,21600000
2004-08-11,925.000000,925.000000,925.000000,925.000000,628.796143,28808000
2004-08-12,925.000000,925.000000,912.500000,912.500000,620.298828,2620000
2004-08-13,912.500000,925.000000,912.500000,912.500000,620.298828,22654000
2004-08-16,912.500000,912.500000,900.000000,900.000000,611.801697,28690000
2004-08-17,900.000000,900.000000,900.000000,900.000000,611.801697,0
2004-08-18,912.500000,925.000000,912.500000,925.000000,628.796143,47214000
2004-08-19,925.000000,925.000000,912.500000,925.000000,628.796143,10894000
2004-08-20,912.500000,925.000000,912.500000,912.500000,620.298828,1268000
2004-08-23,912.500000,925.000000,912.500000,912.500000,620.298828,6954000
2004-08-24,912.500000,912.500000,900.000000,912.500000,620.298828,68782000
2004-08-25,912.500000,912.500000,887.500000,900.000000,611.801697,4102000
2004-08-26,887.500000,900.000000,887.500000,900.000000,611.801697,5330000
2004-08-27,900.000000,912.500000,900.000000,912.500000,620.298828,30592000
2004-08-30,900.000000,900.000000,887.500000,887.500000,603.304443,43456000
2004-08-31,900.000000,912.500000,900.000000,900.000000,611.801697,48366000
2004-09-01,900.000000,937.500000,900.000000,937.500000,637.293457,157100000
2004-09-02,937.500000,950.000000,925.000000,937.500000,637.293457,125090000
2004-09-03,937.500000,962.500000,937.500000,950.000000,645.790710,76002000
2004-09-06,950.000000,962.500000,937.500000,937.500000,637.293457,60130000
2004-09-07,937.500000,937.500000,925.000000,925.000000,628.796143,76032000
2004-09-08,925.000000,950.000000,925.000000,950.000000,645.790710,29752000
